source_uid,source_experiment,mode,model_key,model_label,model_family,model_name,rollout,judge_family,judge_model,part,n_judgments,old_avg_percent,new_avg_percent,delta_percent,new_avg_score_0_to_4,new_score_distribution
2026-07-18-direct-qa::direct_qa::kimi-for-coding::rollout-3,2026-07-18-direct-qa,direct_qa,kimi_k3,kimi-for-coding,kimi,kimi-for-coding,3,deepseek,deepseek-v4-pro,part1_first_30,30,86.66666666666667,84.16666666666667,-2.5,3.3666666666666667,"{""0"": 2, ""1"": 3, ""2"": 0, ""3"": 2, ""4"": 23}"
2026-07-18-direct-qa::direct_qa::kimi-for-coding::rollout-3,2026-07-18-direct-qa,direct_qa,kimi_k3,kimi-for-coding,kimi,kimi-for-coding,3,deepseek,deepseek-v4-pro,all,50,77.5,76.0,-1.5,3.04,"{""0"": 2, ""1"": 10, ""2"": 2, ""3"": 6, ""4"": 30}"
agentic-cc-kimi-v44-full50::agentic_multimodal::kimi-k2-7-plus-claude-code::rollout-1,agentic-cc-kimi-v44-full50,agentic_multimodal,kimi_k27_cc,Kimi K2.7 + Claude Code,kimi,kimi-k2.7-code,1,minimax,MiniMax-M3,part1_first_30,30,75.83333333333333,75.0,-0.8333333333333286,3.0,"{""0"": 4, ""1"": 1, ""2"": 4, ""3"": 3, ""4"": 18}"
agentic-cc-kimi-v44-full50::agentic_multimodal::kimi-k2-7-plus-claude-code::rollout-1,agentic-cc-kimi-v44-full50,agentic_multimodal,kimi_k27_cc,Kimi K2.7 + Claude Code,kimi,kimi-k2.7-code,1,minimax,MiniMax-M3,all,50,73.5,73.0,-0.5,2.92,"{""0"": 4, ""1"": 7, ""2"": 6, ""3"": 5, ""4"": 28}"
agentic-cc-kimi-v44-full50::agentic_multimodal::kimi-k2-7-plus-claude-code::rollout-1,agentic-cc-kimi-v44-full50,agentic_multimodal,kimi_k27_cc,Kimi K2.7 + Claude Code,kimi,kimi-k2.7-code,1,deepseek,deepseek-v4-pro,part1_first_30,30,75.83333333333333,75.0,-0.8333333333333286,3.0,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 3, ""4"": 18}"
agentic-cc-kimi-v44-full50::agentic_multimodal::kimi-k2-7-plus-claude-code::rollout-1,agentic-cc-kimi-v44-full50,agentic_multimodal,kimi_k27_cc,Kimi K2.7 + Claude Code,kimi,kimi-k2.7-code,1,deepseek,deepseek-v4-pro,all,50,73.5,73.0,-0.5,2.92,"{""0"": 3, ""1"": 9, ""2"": 5, ""3"": 5, ""4"": 28}"
agentic-cc-kimi-v44-full50::agentic_multimodal::kimi-k2-7-plus-claude-code::rollout-2,agentic-cc-kimi-v44-full50,agentic_multimodal,kimi_k27_cc,Kimi K2.7 + Claude Code,kimi,kimi-k2.7-code,2,minimax,MiniMax-M3,part1_first_30,30,81.66666666666667,79.16666666666666,-2.500000000000014,3.1666666666666665,"{""0"": 2, ""1"": 2, ""2"": 3, ""3"": 5, ""4"": 18}"
agentic-cc-kimi-v44-full50::agentic_multimodal::kimi-k2-7-plus-claude-code::rollout-2,agentic-cc-kimi-v44-full50,agentic_multimodal,kimi_k27_cc,Kimi K2.7 + Claude Code,kimi,kimi-k2.7-code,2,minimax,MiniMax-M3,all,50,72.0,70.5,-1.5,2.82,"{""0"": 4, ""1"": 10, ""2"": 4, ""3"": 5, ""4"": 27}"
agentic-cc-kimi-v44-full50::agentic_multimodal::kimi-k2-7-plus-claude-code::rollout-2,agentic-cc-kimi-v44-full50,agentic_multimodal,kimi_k27_cc,Kimi K2.7 + Claude Code,kimi,kimi-k2.7-code,2,deepseek,deepseek-v4-pro,part1_first_30,30,79.16666666666666,77.5,-1.6666666666666572,3.1,"{""0"": 3, ""1"": 3, ""2"": 1, ""3"": 4, ""4"": 19}"
agentic-cc-kimi-v44-full50::agentic_multimodal::kimi-k2-7-plus-claude-code::rollout-2,agentic-cc-kimi-v44-full50,agentic_multimodal,kimi_k27_cc,Kimi K2.7 + Claude Code,kimi,kimi-k2.7-code,2,deepseek,deepseek-v4-pro,all,50,72.5,71.5,-1.0,2.86,"{""0"": 4, ""1"": 9, ""2"": 5, ""3"": 4, ""4"": 28}"
agentic-cc-kimi-v44-full50::agentic_multimodal::kimi-k2-7-plus-claude-code::rollout-3,agentic-cc-kimi-v44-full50,agentic_multimodal,kimi_k27_cc,Kimi K2.7 + Claude Code,kimi,kimi-k2.7-code,3,minimax,MiniMax-M3,part1_first_30,30,73.33333333333333,70.83333333333334,-2.499999999999986,2.8333333333333335,"{""0"": 5, ""1"": 3, ""2"": 2, ""3"": 2, ""4"": 18}"
agentic-cc-kimi-v44-full50::agentic_multimodal::kimi-k2-7-plus-claude-code::rollout-3,agentic-cc-kimi-v44-full50,agentic_multimodal,kimi_k27_cc,Kimi K2.7 + Claude Code,kimi,kimi-k2.7-code,3,minimax,MiniMax-M3,all,50,67.0,65.5,-1.5,2.62,"{""0"": 7, ""1"": 9, ""2"": 4, ""3"": 6, ""4"": 24}"
agentic-cc-kimi-v44-full50::agentic_multimodal::kimi-k2-7-plus-claude-code::rollout-3,agentic-cc-kimi-v44-full50,agentic_multimodal,kimi_k27_cc,Kimi K2.7 + Claude Code,kimi,kimi-k2.7-code,3,deepseek,deepseek-v4-pro,part1_first_30,30,78.33333333333333,75.83333333333333,-2.5,3.033333333333333,"{""0"": 3, ""1"": 3, ""2"": 3, ""3"": 2, ""4"": 19}"
agentic-cc-kimi-v44-full50::agentic_multimodal::kimi-k2-7-plus-claude-code::rollout-3,agentic-cc-kimi-v44-full50,agentic_multimodal,kimi_k27_cc,Kimi K2.7 + Claude Code,kimi,kimi-k2.7-code,3,deepseek,deepseek-v4-pro,all,50,74.0,72.5,-1.5,2.9,"{""0"": 3, ""1"": 8, ""2"": 7, ""3"": 5, ""4"": 27}"
agentic-mm-v44-full50::agentic_multimodal::claude-opus-4-8-plus-claude-code::rollout-1,agentic-mm-v44-full50,agentic_multimodal,claude_opus_48_cc,Claude Opus 4.8 + Claude Code,claude,Claude Opus 4.8 + Claude Code,1,minimax,MiniMax-M3,part1_first_30,30,95.0,91.66666666666666,-3.333333333333343,3.6666666666666665,"{""0"": 2, ""1"": 0, ""2"": 1, ""3"": 0, ""4"": 27}"
agentic-mm-v44-full50::agentic_multimodal::claude-opus-4-8-plus-claude-code::rollout-1,agentic-mm-v44-full50,agentic_multimodal,claude_opus_48_cc,Claude Opus 4.8 + Claude Code,claude,Claude Opus 4.8 + Claude Code,1,minimax,MiniMax-M3,all,50,88.0,86.0,-2.0,3.44,"{""0"": 3, ""1"": 2, ""2"": 5, ""3"": 0, ""4"": 40}"
agentic-mm-v44-full50::agentic_multimodal::claude-opus-4-8-plus-claude-code::rollout-1,agentic-mm-v44-full50,agentic_multimodal,claude_opus_48_cc,Claude Opus 4.8 + Claude Code,claude,Claude Opus 4.8 + Claude Code,1,deepseek,deepseek-v4-pro,part1_first_30,30,95.83333333333334,93.33333333333333,-2.500000000000014,3.7333333333333334,"{""0"": 1, ""1"": 1, ""2"": 0, ""3"": 1, ""4"": 27}"
agentic-mm-v44-full50::agentic_multimodal::claude-opus-4-8-plus-claude-code::rollout-1,agentic-mm-v44-full50,agentic_multimodal,claude_opus_48_cc,Claude Opus 4.8 + Claude Code,claude,Claude Opus 4.8 + Claude Code,1,deepseek,deepseek-v4-pro,all,50,90.0,88.5,-1.5,3.54,"{""0"": 1, ""1"": 3, ""2"": 4, ""3"": 2, ""4"": 40}"
agentic-mm-v44-full50::agentic_multimodal::claude-opus-4-8-plus-claude-code::rollout-2,agentic-mm-v44-full50,agentic_multimodal,claude_opus_48_cc,Claude Opus 4.8 + Claude Code,claude,Claude Opus 4.8 + Claude Code,2,minimax,MiniMax-M3,part1_first_30,30,90.0,88.33333333333333,-1.6666666666666714,3.533333333333333,"{""0"": 3, ""1"": 0, ""2"": 0, ""3"": 2, ""4"": 25}"
agentic-mm-v44-full50::agentic_multimodal::claude-opus-4-8-plus-claude-code::rollout-2,agentic-mm-v44-full50,agentic_multimodal,claude_opus_48_cc,Claude Opus 4.8 + Claude Code,claude,Claude Opus 4.8 + Claude Code,2,minimax,MiniMax-M3,all,50,85.5,84.5,-1.0,3.38,"{""0"": 3, ""1"": 4, ""2"": 1, ""3"": 5, ""4"": 37}"
agentic-mm-v44-full50::agentic_multimodal::claude-opus-4-8-plus-claude-code::rollout-2,agentic-mm-v44-full50,agentic_multimodal,claude_opus_48_cc,Claude Opus 4.8 + Claude Code,claude,Claude Opus 4.8 + Claude Code,2,deepseek,deepseek-v4-pro,part1_first_30,30,93.33333333333333,90.83333333333333,-2.5,3.6333333333333333,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 0, ""4"": 27}"
agentic-mm-v44-full50::agentic_multimodal::claude-opus-4-8-plus-claude-code::rollout-2,agentic-mm-v44-full50,agentic_multimodal,claude_opus_48_cc,Claude Opus 4.8 + Claude Code,claude,Claude Opus 4.8 + Claude Code,2,deepseek,deepseek-v4-pro,all,50,88.5,87.0,-1.5,3.48,"{""0"": 2, ""1"": 3, ""2"": 3, ""3"": 3, ""4"": 39}"
agentic-mm-v44-full50::agentic_multimodal::claude-opus-4-8-plus-claude-code::rollout-3,agentic-mm-v44-full50,agentic_multimodal,claude_opus_48_cc,Claude Opus 4.8 + Claude Code,claude,Claude Opus 4.8 + Claude Code,3,minimax,MiniMax-M3,part1_first_30,30,91.66666666666666,93.33333333333333,1.6666666666666714,3.7333333333333334,"{""0"": 1, ""1"": 1, ""2"": 0, ""3"": 1, ""4"": 27}"
agentic-mm-v44-full50::agentic_multimodal::claude-opus-4-8-plus-claude-code::rollout-3,agentic-mm-v44-full50,agentic_multimodal,claude_opus_48_cc,Claude Opus 4.8 + Claude Code,claude,Claude Opus 4.8 + Claude Code,3,minimax,MiniMax-M3,all,50,85.0,86.0,1.0,3.44,"{""0"": 1, ""1"": 6, ""2"": 1, ""3"": 4, ""4"": 38}"
agentic-mm-v44-full50::agentic_multimodal::claude-opus-4-8-plus-claude-code::rollout-3,agentic-mm-v44-full50,agentic_multimodal,claude_opus_48_cc,Claude Opus 4.8 + Claude Code,claude,Claude Opus 4.8 + Claude Code,3,deepseek,deepseek-v4-pro,part1_first_30,30,94.16666666666667,95.0,0.8333333333333286,3.8,"{""0"": 0, ""1"": 2, ""2"": 0, ""3"": 0, ""4"": 28}"
agentic-mm-v44-full50::agentic_multimodal::claude-opus-4-8-plus-claude-code::rollout-3,agentic-mm-v44-full50,agentic_multimodal,claude_opus_48_cc,Claude Opus 4.8 + Claude Code,claude,Claude Opus 4.8 + Claude Code,3,deepseek,deepseek-v4-pro,all,50,90.0,90.5,0.5,3.62,"{""0"": 0, ""1"": 4, ""2"": 3, ""3"": 1, ""4"": 42}"
agentic-mm-v44-full50::agentic_multimodal::gpt-plus-codex::rollout-1,agentic-mm-v44-full50,agentic_multimodal,gpt_codex,GPT + Codex,gpt,GPT + Codex,1,minimax,MiniMax-M3,part1_first_30,30,90.0,87.5,-2.5,3.5,"{""0"": 2, ""1"": 1, ""2"": 1, ""3"": 2, ""4"": 24}"
agentic-mm-v44-full50::agentic_multimodal::gpt-plus-codex::rollout-1,agentic-mm-v44-full50,agentic_multimodal,gpt_codex,GPT + Codex,gpt,GPT + Codex,1,minimax,MiniMax-M3,all,50,83.0,81.5,-1.5,3.26,"{""0"": 3, ""1"": 6, ""2"": 2, ""3"": 3, ""4"": 36}"
agentic-mm-v44-full50::agentic_multimodal::gpt-plus-codex::rollout-1,agentic-mm-v44-full50,agentic_multimodal,gpt_codex,GPT + Codex,gpt,GPT + Codex,1,deepseek,deepseek-v4-pro,part1_first_30,30,91.66666666666666,89.16666666666667,-2.499999999999986,3.566666666666667,"{""0"": 2, ""1"": 1, ""2"": 1, ""3"": 0, ""4"": 26}"
agentic-mm-v44-full50::agentic_multimodal::gpt-plus-codex::rollout-1,agentic-mm-v44-full50,agentic_multimodal,gpt_codex,GPT + Codex,gpt,GPT + Codex,1,deepseek,deepseek-v4-pro,all,50,85.5,84.0,-1.5,3.36,"{""0"": 2, ""1"": 5, ""2"": 4, ""3"": 1, ""4"": 38}"
agentic-mm-v44-full50::agentic_multimodal::gpt-plus-codex::rollout-2,agentic-mm-v44-full50,agentic_multimodal,gpt_codex,GPT + Codex,gpt,GPT + Codex,2,minimax,MiniMax-M3,part1_first_30,30,90.0,88.33333333333333,-1.6666666666666714,3.533333333333333,"{""0"": 2, ""1"": 0, ""2"": 1, ""3"": 4, ""4"": 23}"
agentic-mm-v44-full50::agentic_multimodal::gpt-plus-codex::rollout-2,agentic-mm-v44-full50,agentic_multimodal,gpt_codex,GPT + Codex,gpt,GPT + Codex,2,minimax,MiniMax-M3,all,50,90.5,89.5,-1.0,3.58,"{""0"": 2, ""1"": 1, ""2"": 2, ""3"": 6, ""4"": 39}"
agentic-mm-v44-full50::agentic_multimodal::gpt-plus-codex::rollout-2,agentic-mm-v44-full50,agentic_multimodal,gpt_codex,GPT + Codex,gpt,GPT + Codex,2,deepseek,deepseek-v4-pro,part1_first_30,30,90.0,88.33333333333333,-1.6666666666666714,3.533333333333333,"{""0"": 3, ""1"": 0, ""2"": 1, ""3"": 0, ""4"": 26}"
agentic-mm-v44-full50::agentic_multimodal::gpt-plus-codex::rollout-2,agentic-mm-v44-full50,agentic_multimodal,gpt_codex,GPT + Codex,gpt,GPT + Codex,2,deepseek,deepseek-v4-pro,all,50,91.5,90.5,-1.0,3.62,"{""0"": 3, ""1"": 1, ""2"": 2, ""3"": 0, ""4"": 44}"
agentic-mm-v44-full50::agentic_multimodal::gpt-plus-codex::rollout-3,agentic-mm-v44-full50,agentic_multimodal,gpt_codex,GPT + Codex,gpt,GPT + Codex,3,minimax,MiniMax-M3,part1_first_30,30,87.5,85.83333333333333,-1.6666666666666714,3.433333333333333,"{""0"": 2, ""1"": 2, ""2"": 0, ""3"": 3, ""4"": 23}"
agentic-mm-v44-full50::agentic_multimodal::gpt-plus-codex::rollout-3,agentic-mm-v44-full50,agentic_multimodal,gpt_codex,GPT + Codex,gpt,GPT + Codex,3,minimax,MiniMax-M3,all,50,88.5,87.5,-1.0,3.5,"{""0"": 2, ""1"": 3, ""2"": 2, ""3"": 4, ""4"": 39}"
agentic-mm-v44-full50::agentic_multimodal::gpt-plus-codex::rollout-3,agentic-mm-v44-full50,agentic_multimodal,gpt_codex,GPT + Codex,gpt,GPT + Codex,3,deepseek,deepseek-v4-pro,part1_first_30,30,90.0,87.5,-2.5,3.5,"{""0"": 3, ""1"": 0, ""2"": 1, ""3"": 1, ""4"": 25}"
agentic-mm-v44-full50::agentic_multimodal::gpt-plus-codex::rollout-3,agentic-mm-v44-full50,agentic_multimodal,gpt_codex,GPT + Codex,gpt,GPT + Codex,3,deepseek,deepseek-v4-pro,all,50,90.0,88.5,-1.5,3.54,"{""0"": 3, ""1"": 1, ""2"": 3, ""3"": 2, ""4"": 41}"
agentic-mm-v44-full50::agentic_multimodal::minimax-m3-plus-claude-code::rollout-1,agentic-mm-v44-full50,agentic_multimodal,minimax_m3_cc,MiniMax-M3 + Claude Code,minimax,MiniMax-M3 + Claude Code,1,minimax,MiniMax-M3,part1_first_30,30,71.66666666666667,70.83333333333334,-0.8333333333333286,2.8333333333333335,"{""0"": 5, ""1"": 2, ""2"": 3, ""3"": 3, ""4"": 17}"
agentic-mm-v44-full50::agentic_multimodal::minimax-m3-plus-claude-code::rollout-1,agentic-mm-v44-full50,agentic_multimodal,minimax_m3_cc,MiniMax-M3 + Claude Code,minimax,MiniMax-M3 + Claude Code,1,minimax,MiniMax-M3,all,50,65.0,64.5,-0.5,2.58,"{""0"": 8, ""1"": 9, ""2"": 4, ""3"": 4, ""4"": 25}"
agentic-mm-v44-full50::agentic_multimodal::minimax-m3-plus-claude-code::rollout-1,agentic-mm-v44-full50,agentic_multimodal,minimax_m3_cc,MiniMax-M3 + Claude Code,minimax,MiniMax-M3 + Claude Code,1,deepseek,deepseek-v4-pro,part1_first_30,30,70.0,68.33333333333333,-1.6666666666666714,2.7333333333333334,"{""0"": 7, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 17}"
agentic-mm-v44-full50::agentic_multimodal::minimax-m3-plus-claude-code::rollout-1,agentic-mm-v44-full50,agentic_multimodal,minimax_m3_cc,MiniMax-M3 + Claude Code,minimax,MiniMax-M3 + Claude Code,1,deepseek,deepseek-v4-pro,all,50,65.5,64.5,-1.0,2.58,"{""0"": 8, ""1"": 9, ""2"": 4, ""3"": 4, ""4"": 25}"
agentic-mm-v44-full50::agentic_multimodal::minimax-m3-plus-claude-code::rollout-2,agentic-mm-v44-full50,agentic_multimodal,minimax_m3_cc,MiniMax-M3 + Claude Code,minimax,MiniMax-M3 + Claude Code,2,minimax,MiniMax-M3,part1_first_30,30,80.0,79.16666666666666,-0.8333333333333428,3.1666666666666665,"{""0"": 3, ""1"": 3, ""2"": 1, ""3"": 2, ""4"": 21}"
agentic-mm-v44-full50::agentic_multimodal::minimax-m3-plus-claude-code::rollout-2,agentic-mm-v44-full50,agentic_multimodal,minimax_m3_cc,MiniMax-M3 + Claude Code,minimax,MiniMax-M3 + Claude Code,2,minimax,MiniMax-M3,all,50,72.0,71.5,-0.5,2.86,"{""0"": 4, ""1"": 10, ""2"": 4, ""3"": 3, ""4"": 29}"
agentic-mm-v44-full50::agentic_multimodal::minimax-m3-plus-claude-code::rollout-2,agentic-mm-v44-full50,agentic_multimodal,minimax_m3_cc,MiniMax-M3 + Claude Code,minimax,MiniMax-M3 + Claude Code,2,deepseek,deepseek-v4-pro,part1_first_30,30,81.66666666666667,80.0,-1.6666666666666714,3.2,"{""0"": 3, ""1"": 3, ""2"": 1, ""3"": 1, ""4"": 22}"
agentic-mm-v44-full50::agentic_multimodal::minimax-m3-plus-claude-code::rollout-2,agentic-mm-v44-full50,agentic_multimodal,minimax_m3_cc,MiniMax-M3 + Claude Code,minimax,MiniMax-M3 + Claude Code,2,deepseek,deepseek-v4-pro,all,50,75.5,74.5,-1.0,2.98,"{""0"": 3, ""1"": 8, ""2"": 7, ""3"": 1, ""4"": 31}"
agentic-mm-v44-full50::agentic_multimodal::minimax-m3-plus-claude-code::rollout-3,agentic-mm-v44-full50,agentic_multimodal,minimax_m3_cc,MiniMax-M3 + Claude Code,minimax,MiniMax-M3 + Claude Code,3,minimax,MiniMax-M3,part1_first_30,30,85.0,83.33333333333334,-1.6666666666666572,3.3333333333333335,"{""0"": 3, ""1"": 1, ""2"": 1, ""3"": 3, ""4"": 22}"
agentic-mm-v44-full50::agentic_multimodal::minimax-m3-plus-claude-code::rollout-3,agentic-mm-v44-full50,agentic_multimodal,minimax_m3_cc,MiniMax-M3 + Claude Code,minimax,MiniMax-M3 + Claude Code,3,minimax,MiniMax-M3,all,50,75.0,74.0,-1.0,2.96,"{""0"": 5, ""1"": 6, ""2"": 5, ""3"": 4, ""4"": 30}"
agentic-mm-v44-full50::agentic_multimodal::minimax-m3-plus-claude-code::rollout-3,agentic-mm-v44-full50,agentic_multimodal,minimax_m3_cc,MiniMax-M3 + Claude Code,minimax,MiniMax-M3 + Claude Code,3,deepseek,deepseek-v4-pro,part1_first_30,30,85.83333333333333,83.33333333333334,-2.499999999999986,3.3333333333333335,"{""0"": 3, ""1"": 2, ""2"": 0, ""3"": 2, ""4"": 23}"
agentic-mm-v44-full50::agentic_multimodal::minimax-m3-plus-claude-code::rollout-3,agentic-mm-v44-full50,agentic_multimodal,minimax_m3_cc,MiniMax-M3 + Claude Code,minimax,MiniMax-M3 + Claude Code,3,deepseek,deepseek-v4-pro,all,50,78.0,76.5,-1.5,3.06,"{""0"": 3, ""1"": 8, ""2"": 4, ""3"": 3, ""4"": 32}"
direct-mm-current-thinking-209157-full50::direct_qa::minimax-m3-209157::rollout-3,direct-mm-current-thinking-209157-full50,direct_qa,minimax_m3,MiniMax-M3 (209157),minimax,Minimax-M3-token-plan-ultra,3,minimax,MiniMax-M3,part1_first_30,30,53.333333333333336,52.5,-0.8333333333333357,2.1,"{""0"": 6, ""1"": 7, ""2"": 4, ""3"": 4, ""4"": 9}"
direct-mm-current-thinking-209157-full50::direct_qa::minimax-m3-209157::rollout-3,direct-mm-current-thinking-209157-full50,direct_qa,minimax_m3,MiniMax-M3 (209157),minimax,Minimax-M3-token-plan-ultra,3,minimax,MiniMax-M3,all,50,52.0,51.5,-0.5,2.06,"{""0"": 8, ""1"": 14, ""2"": 8, ""3"": 7, ""4"": 13}"
direct-mm-current-thinking-209157-full50::direct_qa::minimax-m3-209157::rollout-3,direct-mm-current-thinking-209157-full50,direct_qa,minimax_m3,MiniMax-M3 (209157),minimax,Minimax-M3-token-plan-ultra,3,deepseek,deepseek-v4-pro,part1_first_30,30,59.166666666666664,57.49999999999999,-1.6666666666666714,2.3,"{""0"": 3, ""1"": 8, ""2"": 7, ""3"": 1, ""4"": 11}"
direct-mm-current-thinking-209157-full50::direct_qa::minimax-m3-209157::rollout-3,direct-mm-current-thinking-209157-full50,direct_qa,minimax_m3,MiniMax-M3 (209157),minimax,Minimax-M3-token-plan-ultra,3,deepseek,deepseek-v4-pro,all,50,55.50000000000001,54.50000000000001,-1.0,2.18,"{""0"": 3, ""1"": 18, ""2"": 10, ""3"": 5, ""4"": 14}"
direct-mm-current-thinking-full50-doubao-kimi::direct_qa::kimi-k2-7-code::rollout-1,direct-mm-current-thinking-full50-doubao-kimi,direct_qa,kimi_k27,Kimi K2.7 Code,kimi,kimi-k2.7-code,1,minimax,MiniMax-M3,part1_first_30,30,82.5,80.83333333333333,-1.6666666666666714,3.2333333333333334,"{""0"": 3, ""1"": 2, ""2"": 2, ""3"": 1, ""4"": 22}"
direct-mm-current-thinking-full50-doubao-kimi::direct_qa::kimi-k2-7-code::rollout-1,direct-mm-current-thinking-full50-doubao-kimi,direct_qa,kimi_k27,Kimi K2.7 Code,kimi,kimi-k2.7-code,1,minimax,MiniMax-M3,all,50,74.0,73.0,-1.0,2.92,"{""0"": 6, ""1"": 7, ""2"": 4, ""3"": 1, ""4"": 32}"
direct-mm-current-thinking-full50-doubao-kimi::direct_qa::kimi-k2-7-code::rollout-1,direct-mm-current-thinking-full50-doubao-kimi,direct_qa,kimi_k27,Kimi K2.7 Code,kimi,kimi-k2.7-code,1,deepseek,deepseek-v4-pro,part1_first_30,30,84.16666666666667,81.66666666666667,-2.5,3.2666666666666666,"{""0"": 2, ""1"": 3, ""2"": 2, ""3"": 1, ""4"": 22}"
direct-mm-current-thinking-full50-doubao-kimi::direct_qa::kimi-k2-7-code::rollout-1,direct-mm-current-thinking-full50-doubao-kimi,direct_qa,kimi_k27,Kimi K2.7 Code,kimi,kimi-k2.7-code,1,deepseek,deepseek-v4-pro,all,50,77.5,76.0,-1.5,3.04,"{""0"": 2, ""1"": 8, ""2"": 7, ""3"": 2, ""4"": 31}"
direct-mm-current-thinking-full50-doubao-kimi::direct_qa::kimi-k2-7-code::rollout-2,direct-mm-current-thinking-full50-doubao-kimi,direct_qa,kimi_k27,Kimi K2.7 Code,kimi,kimi-k2.7-code,2,minimax,MiniMax-M3,part1_first_30,30,83.33333333333334,80.83333333333333,-2.500000000000014,3.2333333333333334,"{""0"": 3, ""1"": 3, ""2"": 0, ""3"": 2, ""4"": 22}"
direct-mm-current-thinking-full50-doubao-kimi::direct_qa::kimi-k2-7-code::rollout-2,direct-mm-current-thinking-full50-doubao-kimi,direct_qa,kimi_k27,Kimi K2.7 Code,kimi,kimi-k2.7-code,2,minimax,MiniMax-M3,all,50,73.5,72.0,-1.5,2.88,"{""0"": 3, ""1"": 12, ""2"": 1, ""3"": 6, ""4"": 28}"
direct-mm-current-thinking-full50-doubao-kimi::direct_qa::kimi-k2-7-code::rollout-2,direct-mm-current-thinking-full50-doubao-kimi,direct_qa,kimi_k27,Kimi K2.7 Code,kimi,kimi-k2.7-code,2,deepseek,deepseek-v4-pro,part1_first_30,30,84.16666666666667,81.66666666666667,-2.5,3.2666666666666666,"{""0"": 3, ""1"": 2, ""2"": 1, ""3"": 2, ""4"": 22}"
direct-mm-current-thinking-full50-doubao-kimi::direct_qa::kimi-k2-7-code::rollout-2,direct-mm-current-thinking-full50-doubao-kimi,direct_qa,kimi_k27,Kimi K2.7 Code,kimi,kimi-k2.7-code,2,deepseek,deepseek-v4-pro,all,50,75.0,73.5,-1.5,2.94,"{""0"": 3, ""1"": 8, ""2"": 7, ""3"": 3, ""4"": 29}"
direct-mm-current-thinking-full50-doubao-kimi::direct_qa::kimi-k2-7-code::rollout-3,direct-mm-current-thinking-full50-doubao-kimi,direct_qa,kimi_k27,Kimi K2.7 Code,kimi,kimi-k2.7-code,3,minimax,MiniMax-M3,part1_first_30,30,80.83333333333333,82.5,1.6666666666666714,3.3,"{""0"": 3, ""1"": 1, ""2"": 2, ""3"": 2, ""4"": 22}"
direct-mm-current-thinking-full50-doubao-kimi::direct_qa::kimi-k2-7-code::rollout-3,direct-mm-current-thinking-full50-doubao-kimi,direct_qa,kimi_k27,Kimi K2.7 Code,kimi,kimi-k2.7-code,3,minimax,MiniMax-M3,all,50,76.5,77.5,1.0,3.1,"{""0"": 3, ""1"": 7, ""2"": 4, ""3"": 4, ""4"": 32}"
direct-mm-current-thinking-full50-doubao-kimi::direct_qa::kimi-k2-7-code::rollout-3,direct-mm-current-thinking-full50-doubao-kimi,direct_qa,kimi_k27,Kimi K2.7 Code,kimi,kimi-k2.7-code,3,deepseek,deepseek-v4-pro,part1_first_30,30,82.5,83.33333333333334,0.8333333333333428,3.3333333333333335,"{""0"": 2, ""1"": 3, ""2"": 1, ""3"": 1, ""4"": 23}"
direct-mm-current-thinking-full50-doubao-kimi::direct_qa::kimi-k2-7-code::rollout-3,direct-mm-current-thinking-full50-doubao-kimi,direct_qa,kimi_k27,Kimi K2.7 Code,kimi,kimi-k2.7-code,3,deepseek,deepseek-v4-pro,all,50,78.0,78.5,0.5,3.14,"{""0"": 2, ""1"": 6, ""2"": 7, ""3"": 3, ""4"": 32}"
